Open,High,Low,Close,Volume
100.49671415301123,101.37408722493917,98.13987860218428,99.08134341096081,289
100.35844985184005,101.09921846959425,99.55170189127392,99.9378045290747,604
101.00613838994074,101.70315413093601,99.70223330959006,100.66342387341398,290
102.52916824634876,103.23165233033588,100.82154033517108,101.72689097712714,607
102.29501487162543,102.65450602284518,101.93793802517011,102.13372915995942,468
102.06087791467625,102.75852061575529,101.99151661380108,102.46492877149079,508
103.64009073018364,106.33563778687268,103.53931272880622,105.52627663139417,923
104.40752545933655,105.39221666684757,104.389303633685,104.5821032721684,216
103.9380510734016,105.06267378270446,103.84360811264567,104.19560146412437,233
104.48061111698756,105.39385166954403,103.72315842780505,104.4061652012214,157
104.0171934241751,104.52853582303604,102.02723356041582,102.09842220887606,655
103.55146367060485,104.05297996529205,103.20597416486187,103.52494979515564,784
103.79342594217087,104.65195133107866,102.94855063120141,103.8536561521119,771
101.88014569751307,104.99335174077612,101.85687376177725,104.34338780999836,272
100.15522786500004,100.85719474225775,99.14839841762999,99.96286690021893,928
99.59294033575907,100.69028034752877,99.31108556098567,99.89448767809267,914
98.58010921542466,99.47011455724223,98.42723261809776,98.54539744571942,248
98.89435654801993,99.23235170487146,97.02894134503624,97.7256785104004,179
97.98633247249872,99.50473823965368,97.35738962571884,99.12915528701373,985
96.57402877116343,97.41994374369108,95.69655675763637,97.3259618038502,312
98.03967754008498,99.4089896281242,97.3046064962811,98.83070948712803,302
97.81390123959844,97.84984351339517,96.10103285441885,96.9045137848037,863
97.88142944428637,99.74982177335492,97.59939487171506,99.28422375522247,328
96.4566812580729,96.99932589278048,94.8773906515009,95.05483019528063,775
95.91229853354773,96.78569687947629,95.16168378190687,96.499155627348,326
96.02322112325758,98.80451000963657,95.21638638399033,98.21367674906756,758
94.87222754583529,94.90272779577434,92.89118607870392,93.8816912207046,631
95.24792556418096,95.28527375293018,94.26901015766677,94.6816278345782,540
94.64728687426215,95.56953880000944,94.27526878846936,94.74693823934979,501
94.35559312446888,94.71578376588015,93.07570450961069,93.85211747035268,146
93.75388651223948,93.88094702489136,91.86241954092033,92.20322308117335,332
95.60616469674842,96.19697093160926,94.67540737114486,95.67472767155445,404
95.59266747201049,96.3626610251091,93.67195100644138,94.53036375828438,625
94.53495654305459,95.22437000118661,94.10596251567958,95.00854897368977,242
95.35750145515777,95.98039193097678,93.68720615313248,94.43807722092397,514
94.13665780518676,95.77193967519807,93.38211493110208,95.6865922102043,612
94.3455214001915,94.3972031213601,93.45914423901932,93.56226810785526,472
92.38585127631173,92.91720590787988,91.16123685342649,92.06378976010605,665
91.05766522741331,92.41181756639308,90.55241285496545,91.87118244478297,985
91.25452646328243,91.89195636478064,89.19720468074074,90.02366214684848,358
91.99299304327783,92.94654431160463,91.67294344224722,92.22045297788196,755
92.1643613244678,94.44735615821277,91.2688380959716,93.47150407875023,570
92.04871304207957,92.56501339038077,90.05202812878417,90.44122980751834,111
91.74760934649028,92.25519967796383,91.73677169500998,91.93224320502259,429
90.26908735612285,91.32415634513998,89.36370537970359,90.52897015037128,835
89.54924314772813,90.60189827076752,89.457956470942,90.33106601950544,883
89.08860437676836,89.527575797474,87.53234002829987,87.85165366589028,457
90.14572660298727,90.22418298432953,87.87520802285219,88.82526998990299,507
90.48934489255574,91.03663720158809,89.53873774561818,91.01128645817263,767
88.72630473719299,89.9859378251041,88.15286684906971,89.02328941042617,472
89.0503887065878,90.13686167744588,88.418551494418,89.30088155693367,107
88.66530642617147,89.70772884176213,88.21686090419315,89.01175463566844,221
